9;9.43e-07
10;6.77e-07
11;7.03e-07
3;1.1e-07
8;7.2e-07
10;8.27e-07
6;3.33e-07
10;5.22e-07
6;1.84e-07
4;1.65e-07
5;3.5e-07
7;3.97e-07
3;9.5e-08
6;2.7e-07
6;2.62e-07
5;1.24e-07
10;4.28e-07
4;1.3e-07
5;2.07e-07
13;5.42e-07
8;4.77e-07
6;1.99e-07
9;4.69e-07
12;4.74e-07
5;2.7e-07
5;2.13e-07
5;7.8e-08
5;1.77e-07
4;8.2e-08
10;4.33e-07
5;1.69e-07
11;4.05e-07
6;2.08e-07
8;3.86e-07
4;1.16e-07
5;8e-08
8;1.65e-07
4;9.5e-08
9;5.83e-07
8;3.44e-07
8;2.74e-07
8;4.3e-07
6;2.83e-07
6;2.97e-07
7;3.19e-07
8;2.89e-07
4;2.11e-07
4;1.06e-07
10;6.02e-07
8;4.03e-07
6;2.53e-07
8;3.08e-07
5;2.17e-07
7;1.52e-07
4;1.57e-07
7;2.66e-07
6;2.22e-07
4;7.4e-08
6;2.98e-07
4;1.12e-07
12;7.12e-07
3;8.8e-08
6;2.93e-07
6;2.64e-07
4;9.7e-08
6;2.75e-07
9;3.96e-07
6;2.36e-07
6;2.72e-07
11;3.12e-07
2;8.6e-08
4;8.9e-08
6;3.21e-07
5;1.39e-07
9;4.9e-07
10;5.49e-07
4;1.06e-07
4;1.48e-07
4;8e-08
8;4.22e-07
7;2.95e-07
6;4.65e-07
3;7.4e-08
3;6.5e-08
6;2.03e-07
10;4.24e-07
4;1.84e-07
4;1.1e-07
7;1.2e-07
10;4.24e-07
7;4.08e-07
7;4.91e-07
9;3.29e-07
10;5.21e-07
5;1.94e-07
4;1.01e-07
8;3.67e-07
8;5.19e-07
9;4.11e-07
5;2.19e-07
4;9.9e-08
10;4.12e-07
6;2.59e-07
5;1.77e-07
6;3.19e-07
7;3.12e-07
3;7.2e-08
8;2.51e-07
9;3.53e-07
6;1.24e-07
10;4.75e-07
4;1.6e-07
6;1.83e-07
5;8.9e-08
4;9.9e-08
6;2.89e-07
3;7.6e-08
6;2.68e-07
4;1.6e-07
5;1.16e-07
4;1.18e-07
7;2.72e-07
7;2.68e-07
8;3.71e-07
11;5.36e-07
3;7.2e-08
4;1.65e-07
6;2.3e-07
6;2.77e-07
6;2.08e-07
8;3.13e-07
4;1.14e-07
7;2.89e-07
7;1.02e-07
7;3.72e-07
10;6.01e-07
4;9.3e-08
9;3.94e-07
8;3.06e-07
5;9.7e-08
9;2.11e-07
4;1.73e-07
6;1.33e-07
8;2.64e-07
8;3.81e-07
5;1.22e-07
7;3.27e-07
9;2.71e-07
4;1.14e-07
11;6.04e-07
5;2.26e-07
6;2.37e-07
5;1.01e-07
8;3.69e-07
5;1.67e-07
14;6.88e-07
7;4.16e-07
4;1.79e-07
4;8.3e-08
4;1.79e-07
3;6.7e-08
4;1.54e-07
6;4.03e-07
7;3.08e-07
4;1.56e-07
9;3.9e-07
8;4.16e-07
5;2.35e-07
7;4.05e-07
4;1.54e-07
8;3.69e-07
6;4.58e-07
4;9.2e-08
11;6.26e-07
5;2.33e-07
5;1.05e-07
11;7.45e-07
5;1.83e-07
10;5.88e-07
6;2.29e-07
11;6.72e-07
12;8.76e-07
6;2.49e-07
10;6.01e-07
4;8.4e-08
6;2.43e-07
4;8.2e-08
5;1.75e-07
10;5.91e-07
3;7e-08
6;2.42e-07
3;1.48e-07
6;2.34e-07
4;1.56e-07
6;2.7e-07
10;5.8e-07
6;2.82e-07
5;1.88e-07
10;5.64e-07
7;2.76e-07
8;5.17e-07
5;1.35e-07
5;2.81e-07
5;1.48e-07
5;1.92e-07
6;1.84e-07
4;7.6e-08
7;2.43e-07
7;2.56e-07
9;5.15e-07
3;8.1e-08
6;2.02e-07
9;5.74e-07
6;3.97e-07
4;1.03e-07
10;5.21e-07
5;1.77e-07
7;3.74e-07
9;4.24e-07
9;4.11e-07
9;5.5e-07
4;1.5e-07
5;1.18e-07
6;2.56e-07
6;2.83e-07
10;7.05e-07
4;3.57e-07
5;1.33e-07
9;1.18e-07
8;3.42e-07
9;6.756e-06
3;9.5e-08
9;5.5e-07
5;1.81e-07
6;2.72e-07
11;5.93e-07
3;6.3e-08
9;3.91e-07
5;2.53e-07
4;9.6e-08
5;2.55e-07
4;1.75e-07
9;2.7e-07
3;1.04e-07
9;4.54e-07
4;8.4e-08
5;2.3e-07
3;7.4e-08
6;3.44e-07
8;4.03e-07
6;2.23e-07
6;1.81e-07
6;3.91e-07
9;6.18e-07
9;7.34e-07
4;8e-08
5;2.3e-07
3;7.2e-08
8;3.99e-07
7;3.67e-07
11;6.63e-07
3;8.4e-08
4;1.77e-07
5;1.69e-07
9;3.92e-07
7;1.46e-07
3;8.4e-08
7;3.1e-07
6;1.27e-07
4;8.9e-08
3;7.2e-08
4;7.8e-08
4;1.01e-07
11;6.69e-07
7;2.49e-07
4;1.12e-07
7;3.23e-07
4;9.9e-08
6;2.57e-07
6;2.41e-07
5;2.38e-07
7;3.15e-07
5;1.9e-07
4;8.5e-08
4;8.9e-08
6;1.92e-07
6;2.59e-07
8;3.74e-07
6;1.35e-07
7;2.82e-07
6;2.51e-07
6;2.77e-07
8;4.81e-07
5;1.64e-07
6;2.49e-07
4;1.1e-07
12;6.52e-07
4;1.05e-07
10;4.79e-07
4;7.9e-08
5;1.63e-07
3;7.2e-08
4;1.63e-07
4;9.3e-08
5;1.2e-07
4;9.3e-08
8;2.84e-07
5;2.49e-07
4;8.9e-08
6;2.72e-07
6;3.21e-07
4;1.16e-07
4;1.69e-07
7;3.04e-07
9;4.68e-07
10;5.61e-07
6;2.47e-07
5;3.78e-07
7;1.3e-07
6;1.97e-07
12;7.16e-07
9;5.38e-07
6;2.93e-07
4;1.1e-07
7;3.25e-07
4;9.5e-08
6;2.18e-07
5;1.63e-07
11;6.79e-07
7;4.01e-07
5;2.03e-07
4;8e-08
4;1.14e-07
4;1.89e-07
7;3.18e-07
10;6.51e-07
12;6.96e-07
6;2.58e-07
10;5.21e-07
9;2.55e-07
6;1.48e-07
5;1.78e-07
7;2.14e-07
6;2.51e-07
4;9.3e-08
8;4.81e-07
4;8.4e-08
3;6.7e-08
9;4.89e-07
7;3.2e-07
10;5.02e-07
8;3.75e-07
9;4.13e-07
11;8.08e-07
5;2.51e-07
9;5.8e-07
7;3.8e-07
5;1.75e-07
6;2.44e-07
5;2.87e-07
7;4.01e-07
4;1.07e-07
8;4.09e-07
5;2.4e-07
5;9.5e-08
6;2.46e-07
4;8.7e-08
4;1.75e-07
7;3.72e-07
7;2.32e-07
8;3.5e-07
7;2.22e-07
11;5.67e-07
8;4.7e-07
3;7.6e-08
7;2.94e-07
8;4.16e-07
7;1.31e-07
9;1.98e-07
4;9.4e-08
10;5.22e-07
4;9.9e-08
7;3.06e-07
5;1.95e-07
4;7.8e-08
5;1.92e-07
6;3.58e-07
13;6.39e-07
5;1.86e-07
8;3.38e-07
11;5.55e-07
5;1.2e-07
7;3.69e-07
7;3.12e-07
10;4.07e-07
10;3.88e-07
4;9.5e-08
4;9.7e-08
6;1.572e-06
10;4.93e-07
6;2.22e-07
9;4.58e-07
7;3.23e-07
6;5.12e-07
4;1.79e-07
6;2.87e-07
7;3.21e-07
7;3.33e-07
9;3.48e-07
7;3.12e-07
9;5.34e-07
10;5.34e-07
9;5.43e-07
5;8.4e-08
4;8.2e-08
6;2.72e-07
10;1.788e-06
6;3.46e-07
6;2.43e-07
9;3.62e-07
6;2.77e-07
8;4.15e-07
3;8.4e-08
3;6.3e-08
7;3.25e-07
5;1.27e-07
8;5.3e-07
5;2.3e-07
5;1.34e-07
6;2.62e-07
8;3.88e-07
7;4.05e-07
10;5.15e-07
8;3.59e-07
4;9.7e-08
9;4.75e-07
6;4.54e-07
4;1.16e-07
8;3.13e-07
6;1.96e-07
4;8.2e-08
3;6.5e-08
3;1.52e-07
5;1.09e-07
6;2.54e-07
5;1.28e-07
5;2.09e-07
4;9.7e-08
8;3.69e-07
11;6.04e-07
6;3.31e-07
6;2.01e-07
6;3.14e-07
5;1.67e-07
7;3.21e-07
8;2.6e-07
8;3.06e-07
3;8.4e-08
8;3.07e-07
8;3.27e-07
7;2.13e-07
6;1.8e-07
6;1.92e-07
8;3.25e-07
4;1.04e-07
4;1.64e-07
7;2.3e-07
4;1.14e-07
8;3.59e-07
6;2.68e-07
6;2.51e-07
10;5.17e-07
11;5.42e-07
4;8.7e-08
8;4.13e-07
7;2.66e-07
7;3.39e-07
5;2.38e-07
9;3.99e-07
6;1.46e-07
5;1.17e-07
6;2.56e-07
5;9.7e-08
8;4.58e-07
11;6.71e-07
9;2.93e-07
6;2.58e-07
6;2.22e-07
5;1.92e-07
3;8.5e-08
8;4.18e-07
9;1.361e-06
6;3.2e-07
9;3.02e-07
6;3.16e-07
11;4.84e-07
3;1.39e-07
7;3.01e-07
10;4.39e-07
4;1.06e-07
9;4.54e-07
13;6.71e-07
6;1.91e-07
5;1.18e-07
4;1.18e-07
9;3.99e-07
4;1.03e-07
5;1.1e-07
9;4.92e-07
7;3.63e-07
3;6.9e-08
10;5.19e-07
5;1.06e-07
5;1.84e-07
8;2.85e-07
5;1.16e-07
3;1.48e-07
4;4.13e-07
4;1.16e-07
6;1.52e-07
4;1.5e-07
7;2.64e-07
4;7.8e-08
6;2.46e-07
7;2.4e-07
5;2.27e-07
7;3.44e-07
5;1.73e-07
14;1.969e-06
8;3.82e-07
4;8e-08
10;4.67e-07
7;4.2e-07
8;2.71e-07
6;1.72e-07
11;4.67e-07
6;2.31e-07
6;2.49e-07
6;1.57e-07
9;3.44e-07
6;1.59e-07
4;7.4e-08
4;9e-08
4;7e-08
4;6.7e-08
4;6.9e-08
4;1.41e-07
6;2.04e-07
9;3.91e-07
4;6.4e-08
12;7.03e-07
3;6e-08
11;5.62e-07
5;6.8e-08
3;5.9e-08
7;3.12e-07
10;4.85e-07
4;6.7e-08
8;3.37e-07
4;2.21e-07
4;7.3e-08
5;1.32e-07
5;1.57e-07
6;1.46e-07
5;1.37e-07
8;3.06e-07
8;3.66e-07
4;6.8e-08
4;6.6e-08
6;1.47e-07
9;3.99e-07
7;1.574e-06
7;5.54e-07
8;3.28e-07
5;1.43e-07
6;1.75e-07
7;3.74e-07
7;2.86e-07
9;2.88e-07
4;1.24e-07
5;9.6e-08
4;2.15e-07
8;3.91e-07
5;1.97e-07
7;3.37e-07
5;1.46e-07
7;1.84e-07
4;8.4e-08
4;5.2e-08
4;1.54e-07
5;2.35e-07
10;4.41e-07
7;3.7e-07
4;1.04e-07
9;3.81e-07
11;6.98e-07
4;2.06e-07
4;1.05e-07
6;1.27e-07
4;1.52e-07
9;7.07e-07
5;1.61e-07
7;5.76e-07
6;3.45e-07
9;8.72e-07
10;3.24e-07
6;1.97e-07
5;2.94e-07
8;4.22e-07
8;4.36e-07
6;3.16e-07
5;2.54e-07
5;1.8e-07
5;1.67e-07
6;3.28e-07
9;3.76e-07
9;4.75e-07
9;5.31e-07
4;2.72e-07
5;2.54e-07
6;2.44e-07
4;9.9e-08
5;1.6e-07
5;1.66e-07
7;1.79e-07
5;2.15e-07
6;2.13e-07
10;4.54e-07
11;7.55e-07
6;1.91e-07
7;2.77e-07
5;8.6e-08
8;2.92e-07
7;2.26e-07
8;3.39e-07
4;1.39e-07
4;1.27e-07
7;2.81e-07
11;4.93e-07
7;1.18e-07
11;5.68e-07
7;2.72e-07
6;2.02e-07
10;4.6e-07
11;2.35e-07
9;3.96e-07
9;4.93e-07
8;1.33e-07
8;3.04e-07
5;2.1e-07
7;3.15e-07
4;5.3e-08
7;2.14e-07
10;1.74e-06
3;6e-08
9;4.55e-07
6;1.82e-07
8;3.51e-07
4;6.9e-08
9;4.96e-07
10;4.17e-07
7;2.28e-07
6;2.54e-07
5;1.54e-07
6;2.14e-07
6;4.59e-07
6;2.02e-07
5;7.1e-08
5;1.52e-07
8;2.57e-07
4;7e-08
6;4.58e-07
4;7e-08
5;1.86e-07
4;8e-08
6;2.01e-07
4;1.34e-07
6;2.23e-07
6;3.36e-07
9;5.89e-07
5;1.4e-07
11;7.25e-07
3;6e-08
11;4.23e-07
11;5.57e-07
6;2.11e-07
5;1.54e-07
5;2.14e-07
7;3.07e-07
7;2.88e-07
4;1.45e-07
4;5.3e-08
3;6.2e-08
9;4e-07
9;2.37e-07
8;7.13e-07
10;5.7e-07
9;2.35e-07
5;9.1e-08
4;1.32e-07
9;2.34e-07
5;2.41e-07
8;2.9e-07
7;2.72e-07
6;1.323e-06
7;2.37e-07
4;8.3e-08
3;6.1e-08
9;5.62e-07
6;2e-07
11;3.44e-07
4;7.2e-08
8;2.74e-07
6;1.67e-07
6;2.2e-07
12;5.78e-07
6;2.37e-07
7;2.57e-07
8;4.12e-07
6;1.62e-07
10;3.71e-07
8;2.62e-07
13;4.59e-07
9;4.15e-07
6;2.29e-07
6;2.03e-07
7;2.59e-07
4;5.9e-08
4;5.2e-08
9;3.17e-07
7;2.64e-07
4;6.7e-08
4;1.32e-07
9;3.33e-07
6;1.95e-07
9;4.04e-07
4;6.8e-08
9;3.83e-07
5;1.37e-07
7;1.63e-07
9;5.07e-07
6;2.16e-07
5;6.7e-08
6;2.78e-07
5;1.06e-07
7;2.86e-07
7;1.85e-07
8;2.71e-07
7;2.26e-07
7;3.11e-07
10;4.25e-07
6;3.32e-07
14;5.42e-07
8;3.37e-07
9;2.34e-07
11;5.26e-07
6;2.44e-07
6;2.46e-07
7;2.5e-07
9;3.23e-07
6;1.58e-07
7;1.39e-07
11;4.02e-07
5;1.52e-07
8;2.09e-07
8;3.8e-07
7;2.22e-07
7;2.54e-07
4;7e-08
4;8.5e-08
4;7.4e-08
5;1.55e-07
8;3.06e-07
11;4.86e-07
9;5.1e-07
5;5.8e-08
5;1.25e-07
11;3.53e-07
12;4.44e-07
11;5.36e-07
4;1.2e-07
4;6.9e-08
5;5.7e-08
5;1.94e-07
9;4.56e-07
6;2.53e-07
6;2.17e-07
7;3.34e-07
7;9.7e-08
4;1.38e-07
5;1.36e-07
5;2.25e-07
7;2.72e-07
3;5.2e-08
9;4.53e-07
10;4.01e-07
5;1.47e-07
4;1.3e-07
9;3.89e-07
5;1.47e-07
7;2.2e-07
3;6.2e-08
13;4.61e-07
7;2.17e-07
6;2.04e-07
5;7.7e-08
4;1.4e-07
4;7.9e-08
6;2.06e-07
9;3.27e-07
3;5.1e-08
6;3.21e-07
5;1.19e-07
4;5.7e-08
7;2.93e-07
7;3.76e-07
9;2.94e-07
4;7.4e-08
6;2.09e-07
7;3.66e-07
5;1.35e-07
7;2.11e-07
8;3.31e-07
7;2.62e-07
9;4.32e-07
6;2.22e-07
10;4.78e-07
8;2.61e-07
6;2.19e-07
5;7.5e-08
4;6.9e-08
6;1.75e-07
6;7.6e-08
6;1.34e-07
10;4.93e-07
5;9.8e-08
5;1.34e-07
7;2.55e-07
4;7e-08
4;5.9e-08
12;5.11e-07
8;3.95e-07
6;1.39e-07
10;3.45e-07
5;7e-08
6;3.28e-07
5;1.19e-07
6;2.02e-07
8;2.99e-07
12;4.89e-07
4;4.8e-08
12;4.29e-07
7;1.76e-07
10;1.08e-07
8;2.57e-07
5;1.38e-07
6;3.01e-07
7;2.76e-07
8;2.53e-07
6;2.36e-07
7;5.56e-07
5;1.81e-07
9;4.3e-07
10;6.31e-07
6;1.91e-07
9;3.29e-07
6;1.5e-07
6;2.3e-07
4;1.33e-07
7;5.33e-07
3;4.2e-08
5;2.11e-07
7;2.08e-07
8;2.8e-07
5;1.25e-07
6;8.1e-08
5;1.36e-07
9;6.21e-07
5;1.2e-07
4;1.44e-07
11;5.38e-07
5;2.38e-07
7;3.92e-07
7;2.59e-07
5;2.34e-07
8;2.13e-07
7;1.84e-07
9;6.9e-07
10;6.18e-07
11;8.34e-07
5;3.03e-07
5;2.35e-07
5;1.03e-07
5;1.11e-07
9;6.29e-07
7;4.75e-07
6;1.34e-07
10;4.9e-07
7;2.98e-07
7;3.49e-07
4;8.5e-08
4;2.51e-07
7;7.09e-07
4;1.14e-07
6;2.45e-07
4;1.41e-07
4;7.3e-08
9;4.75e-07
4;6.6e-08
8;3.6e-07
7;2.81e-07
7;3.13e-07
9;5.39e-07
4;1.58e-07
5;9.7e-08
7;2.43e-07
5;1.06e-07
4;7.5e-08
8;4.92e-07
9;4.43e-07
5;7.4e-08
10;2.57e-07
7;3.07e-07
7;2.52e-07
5;1.9e-07
8;3.66e-07
8;3.68e-07
6;3.02e-07
10;6.57e-07
6;2.6e-07
4;6.3e-08
9;5.12e-07
5;1.45e-07
7;2.42e-07
8;3.67e-07
7;3.23e-07
9;3.71e-07
6;1.63e-07
14;6.51e-07
7;2.85e-07
5;1.83e-07
9;3.49e-07
6;1.82e-07
5;2.02e-07
4;7.4e-08
5;1.92e-07
10;5.4e-07
5;1.44e-07
7;2.37e-07
5;2.03e-07
8;2.58e-07
9;3.97e-07
8;3.31e-07
7;2.82e-07
10;4.96e-07
10;4.66e-07
7;2.82e-07
12;5.23e-07
4;7.8e-08
4;1.4e-07
4;5.7e-08
6;3.01e-07
5;2.15e-07
6;4.55e-07
4;5.6e-08
9;4.58e-07
8;3.6e-07
7;2.57e-07
7;3.01e-07
3;4.4e-08
4;1.22e-07
7;1.44e-07
7;2.52e-07
4;1.04e-07
5;2.61e-07
9;3.84e-07
8;2.04e-07
14;4.26e-07
5;1.35e-07
5;1.59e-07
3;1.31e-07
3;4.3e-08
7;2.56e-07
6;2.8e-07
10;5.46e-07
4;2e-07
3;4.2e-08
7;2.46e-07
9;3.47e-07
7;3.02e-07
8;3.45e-07
4;6.4e-08
4;1.29e-07
4;1.43e-07
